title,category,price,no_of_ratings_given,product_offer
Prega News At Home One Step Urine Hcg Pregnancy Test Kit (10 Tests),Sexual Wellness,₹336,,40% OFF
Everherb (By Pharmeasy) Men'S Formula-Blend Of Powerful Herb-Increase Sperm Count-Bottle Of 60,Sexual Wellness,₹346.69,(230ratings),61% OFF
Manforce Cocktail Condoms Combo (Strawberry+Vanilla & Chocolate+Hazelnut) Pack Of 4 (40 Condoms),Sexual Wellness,₹289.08,,27% OFF
Ved Tattva Safed Musli Powder - 1 Kg (Pack Of 2),Sexual Wellness,₹11269.44,,37% OFF
Prega News At Home One Step Urine Hcg Digital Pregnancy Test Kit (6 Tests),Sexual Wellness,₹238.56,,29% OFF
Manforce Cocktail Condoms (Dotted-Rings) Hazelnut & Chocolate Flavoured 10 Pcs X Pack Of 4,Sexual Wellness,₹289.08,,27% OFF
Manforce Epic Strawberry Flavored Lube 60 Ml X Pack Of 4,Sexual Wellness,₹1056,,34% OFF
Manforce Cocktail Strawberry+Vanilla & 3 In 1 Overtime Orange Flavoured Condoms(Set Of 2 20 Pcs),Sexual Wellness,₹215.26,,6% OFF
Skore Condoms Assorted Flavoured And Coloured 1500+ Raised Dots With Extra Lubrication | Box Of 20,Sexual Wellness,₹149.6,,32% OFF
Manforce Chocolate Flavor Condom 10 Pcs X Pack Of 5,Sexual Wellness,₹331.65,,33% OFF
Manforce Cocktail Condoms (Dotted-Rings) Strawberry & Vanilla Flavoured 10 Pcs X Pack Of 5,Sexual Wellness,₹331.65,,33% OFF
Manforce Epic Fruit Pack 10s (Pack Of 2),Sexual Wellness,₹326.4,,32% OFF
Manforce Overtime Pineapple Condoms 10 Pcs X Pack Of 4,Sexual Wellness,₹275.6,,47% OFF
Manforce Overtime Orange Flav Condom 3'S,Sexual Wellness,₹34.8,,13% OFF
Manforce Condoms 3 In 1 Ribbed Contour Dotted Strawberry Flavoured Condoms - 10 Pcs X Pack Of 5,Sexual Wellness,₹331.65,(6ratings),33% OFF
Manforce Condoms Assorted Flavour 10 Pcs X Pack Of 4,Sexual Wellness,₹343.2,,34% OFF
Durex Mutual Climax Condoms For Men & Women - 10 Count With Durex Water Based Lube Cherry,Sexual Wellness,₹805.5,,10% OFF
Manforce Wild Condoms Strawberry - Super Saver (2 X 20s),Sexual Wellness,MRP₹270,,
Manforce Condoms Assorted Flavour 10 Pcs X Pack Of 5,Sexual Wellness,₹403,,38% OFF
Calcimax 500mg Strip Of 30 Tablets,Personal Care,₹246.35,(611ratings),35% OFF
Refresh Tears 0.5% Bottle Of 10ml Eye Drops,Personal Care,₹107.64,(286ratings),18% OFF
Episoft Ac Moisturizer | With Microencapsulated Suncreen | Spf 30 | 75 Gm,Personal Care,₹474.6,(147ratings),30% OFF
Bontress Pro+ Scalp Serum | 5% Capixyl | 3% Redensyl | 3% Anagain | 3% Procapil | 60 Ml,Personal Care,₹1065,(42ratings),29% OFF
Pharmeasy Biotin 10000mcg - For Hair | Skin & Nails - Bottle Of 60,Personal Care,₹281.65,(107ratings),57% OFF
Scalpe Plus Expert Anti-Dandruff Shampoo With Ketoconazole | 75ml,Personal Care,₹251.51,(967ratings),24% OFF
Pharmeasy Multivitamin Multimineral - Immunity Booster - Complete Nutrition - Bottle Of 60,Personal Care,₹279.9,(300ratings),55% OFF
Liveasy Foods Healthy Roasted Seed Mix - Blend Of 6 Fibre Rich Healthy Roasted Seeds - 200 Gms,Personal Care,₹168.3,(625ratings),55% OFF
Everherb (By Pharmeasy) Aloe Vera Juice With Pulp - Rejuvenates Skin & Hair - 1 Litre Bottle,Personal Care,₹149.62,(781ratings),60% OFF
Everherb (By Pharmeasy) Pain Relief Oil - Blend Of 8 Powerful Herbal Ingredients - 100 Ml,Personal Care,₹145.86,(741ratings),61% OFF
Pharmeasy Calcium Magnesium Vitamin D3 & Zinc - Bones & Dental Health - Bottle 60,Personal Care,₹234.52,(376ratings),56% OFF
Venusia Max Intensive Moisturizing | For All Skin Types | Lotion | 500 Gm,Personal Care,₹1172.13,(355ratings),11% OFF
Photostable Gold Matte Finish Spf 55 Sunscreen Gel 50g,Personal Care,₹746.55,(73ratings),21% OFF
Liveasy Wellness Calcium Magnesium Vitamin D3 & Zinc - Bones & Dental Health - Bottle 60 Tabs,Personal Care,₹234.52,(572ratings),56% OFF
Venusia Max Intensive Moisturizing | For Dry And Very Dry Skin | Cream | 150 Gm,Personal Care,₹657.71,(570ratings),11% OFF
Mildy Tube Of 100ml Shampoo,Personal Care,₹166,(75ratings),17% OFF
Pharmeasy Fish Oil 1000mg Soft Gelatin 60 Capsules,Personal Care,₹236.77,(63ratings),59% OFF
Everherb (By Pharmeasy) Flaxseed Omega 3 - Essential Fatty Acids - Healthy Heart - Bottle Of 60,Personal Care,₹292.13,(303ratings),61% OFF
Liveasy Wellness Multivitamin Multimineral - Immunity Booster - Complete Nutrition - Bottle Of 60,Personal Care,₹292.34,(478ratings),53% OFF
Cetaphil Gentle Skin Cleanser | Dry To Normal Sensitive Skin | 125 Ml,Personal Care,₹343.2,(186ratings),20% OFF
Digene Insta On The Go Mint Flavour 10ml (Pack Of 5),Health Concerns,₹37.03,,21% OFF
Everherb Karela Jamun Juice - Helps Maintains Healthy Sugar Levels -Helps In Weight Management - 1 L,Health Concerns,₹160.85,(2174ratings),57% OFF
Oxalgin Nano Gel 30gm,Health Concerns,₹140.07,(131ratings),26% OFF
Digene Mint Flavour Strip Of 15 Tablets,Health Concerns,₹26.19,(1522ratings),13% OFF
Cofsils Orange Strip Of 10 Lozenges,Health Concerns,₹31,(526ratings),13% OFF
Everherb Diabetic Care Juice-13 Potent Herbs - Healthy Blood Sugar Management - 1 Litre Bottle,Health Concerns,₹230.42,(1429ratings),59% OFF
Evion L-5000 3 In 1formula For Liver Health | Hepatoprotection | Anti-Oxidant Action 15 Capsules,Health Concerns,₹284.31,,19% OFF
Candid Dusting Powder | Bottle | 120 Gm,Health Concerns,₹141.91,(431ratings),13% OFF
New Saridon Strip Of 10 Tablets,Health Concerns,₹44.86,(71ratings),13% OFF
Unienzyme Strip Of 15 Tablets,Health Concerns,₹73.79,(630ratings),16% OFF
Crocin Pain Relief Strip Of 15 Tablets,Health Concerns,₹65.61,(85ratings),20% OFF
Refresh Tears 0.5% Bottle Of 10ml Eye Drops,Health Concerns,₹107.64,(286ratings),18% OFF
Gelusil Mps Original Mint Flavour Strip Of 15 Tablets,Health Concerns,₹23.68,(284ratings),13% OFF
Cofsils Ginger Lemon Lozenges Strip Of 10,Health Concerns,₹30.99,(473ratings),13% OFF
Gas-O-Fast Active Jeera Antacid Sachet Of 5 G,Health Concerns,₹7.83,(696ratings),13% OFF
Abzorb Total Skin Relief Dusting Powder (20% Extra) Bottle Of 120gm,Health Concerns,₹142.68,(50ratings),13% OFF
Volini Pain Relief | Gel | 75 Gm,Health Concerns,₹214.88,(975ratings),21% OFF
Himalaya Liv.52 Ds | Tablets | 60 No'S,Health Concerns,₹203.67,(1174ratings),21% OFF
Eno Fruit Salt Powder | Lemon | Sachet | G Gm,Health Concerns,₹8.97,(612ratings),13% OFF
Digene Acidity & Gas Relief Tablets 15'S- Orange Flavour,Health Concerns,₹26.19,(802ratings),13% OFF
Shelcal 500mg Strip Of 15 Tablets,Health Food and Drinks,₹118.92,(1245ratings),20% OFF
Everherb Diabetic Care Juice-13 Potent Herbs - Healthy Blood Sugar Management - 1 Litre Bottle,Health Food and Drinks,₹230.42,(1429ratings),59% OFF
Ensure Diabetes Care Nutrition Drink Vanilla Delight Flavour Box 950 Gm,Health Food and Drinks,₹2041.85,(33ratings),3% OFF
Supradyn Daily Multivitamin For Men & Women Builds Energy & Immunity Strip Of 15 Tablets,Health Food and Drinks,₹56.08,(1300ratings),18% OFF
Nutty Gritties Roasted Pumpkin Seeds| Unsalted - 200g,Health Food and Drinks,₹212,,20% OFF
Organic India Tulsi Ginger Turmeric Tea Bag 25'S,Health Food and Drinks,₹185.25,,5% OFF
Pharmeasy Daily Protein For Strong Bones And Immunity Rich Chocolate Jar 400gm,Health Food and Drinks,₹327.98,(81ratings),59% OFF
Zincovit Strip Of 15 Tablets (Green),Health Food and Drinks,₹87.21,(451ratings),19% OFF
Evion 400mg Strip Of 20 Capsules,Health Food and Drinks,₹72.54,(602ratings),19% OFF
Everherb Karela Jamun Juice - Helps Maintains Healthy Sugar Levels -Helps In Weight Management - 1 L,Health Food and Drinks,₹160.85,(2174ratings),57% OFF
Calcimax Forte Plus Strip Of 30 Tablets,Health Food and Drinks,₹213.89,(772ratings),27% OFF
Calcimax 500mg Strip Of 30 Tablets,Health Food and Drinks,₹246.35,(611ratings),35% OFF
Evion 600mg Strip Of 10 Capsules,Health Food and Drinks,₹53.07,(363ratings),18% OFF
Depura Vitamin D3 60k Sugar Free Oral Solution 5ml,Health Food and Drinks,₹94.5,(928ratings),19% OFF
Arachitol Nano 60k Sugar Free Bottle Of 5ml Solution,Health Food and Drinks,₹87.58,(312ratings),19% OFF
Calcimax P Suspension 200ml,Health Food and Drinks,₹140,(48ratings),20% OFF
Becozym C Forte B Complex With Vitamin C And Biotin Strip Of 20 Tablets,Health Food and Drinks,₹36.9,(48ratings),18% OFF
Pharmeasy Multivitamin Multimineral - Immunity Booster - Complete Nutrition - Bottle Of 60,Health Food and Drinks,₹279.9,(300ratings),55% OFF
Shelcal 250mg Strip Of 30 Tablets,Health Food and Drinks,₹120.49,(37ratings),19% OFF
Evion 200mg Strip Of 10 Capsules,Health Food and Drinks,₹20.72,(36ratings),13% OFF
Everherb Diabetic Care Juice-13 Potent Herbs - Healthy Blood Sugar Management - 1 Litre Bottle,Diabetes Essentials,₹230.42,(1429ratings),59% OFF
Sugar Free Gold Plus Sweetener Powder Jar Of 100 G,Diabetes Essentials,₹143.55,(372ratings),13% OFF
Everherb (By Pharmeasy) Diabetic Care - Bottle Of 60,Diabetes Essentials,₹355.58,(217ratings),60% OFF
Everherb Karela Jamun Juice - Helps Maintains Healthy Sugar Levels -Helps In Weight Management - 1 L,Diabetes Essentials,₹160.85,(2174ratings),57% OFF
Dr. Morepen Gluco One Blood Glucose Test Strip | Bg-03 | 50 No'S,Diabetes Essentials,₹492.9,(3608ratings),38% OFF
Accu-Chek Active Glucometer Test Strips Box Of 50,Diabetes Essentials,₹847.4,(2383ratings),24% OFF
Pharmeasy Diabetic Protein Powder Chocolate Flavour 400g,Diabetes Essentials,₹400.05,(98ratings),55% OFF
Accu-Chek Instant | 50 Test Strips,Diabetes Essentials,₹836.25,(1594ratings),25% OFF
Liveasy Foods Healthy Roasted Seed Mix - Blend Of 6 Fibre Rich Healthy Roasted Seeds - 200 Gms,Diabetes Essentials,₹168.3,(625ratings),55% OFF
Gelusil Mps Original Mint Flavour Sugar Free Bottle Of 400ml Liquid,Diabetes Essentials,₹185.78,(344ratings),22% OFF
Everherb (By Pharmeasy) Flaxseed Omega 3 - Essential Fatty Acids - Healthy Heart - Bottle Of 60,Diabetes Essentials,₹292.13,(303ratings),61% OFF
Contour Plus | Box | Test Strip | 50 No'S,Diabetes Essentials,₹872.52,(761ratings),19% OFF
Liveasy Foods Healthy Seed Mix - Blend Of 6 Fibre Rich Healthy Seeds - 200 Gms,Diabetes Essentials,₹143.88,(554ratings),56% OFF
Onetouch Select Test Strips | Pack Of 50 Strips |For Use With Onetouch Select Simple Glucometer,Diabetes Essentials,₹1087.8,(755ratings),16% OFF
Pharmeasy Apple Cider Vinegar With Mother -Improves Metabolism- 500ml Bottle,Diabetes Essentials,₹268.04,(117ratings),65% OFF
Accu-Chek Active | 2 X 50 Test Strips,Diabetes Essentials,₹1514.49,(1347ratings),23% OFF
Digene Gel Acidity & Gas Relief - 200ml Mint Flavour Sugar Free,Diabetes Essentials,₹155.44,(257ratings),14% OFF
Cremaffin Constipation Relief Mint Flavour Sugar Free Bottle Of 225ml Liquid,Diabetes Essentials,₹264.43,(209ratings),17% OFF
Onetouch Select Plus Test Strips | Pack Of 50 Strips | For Use With Onetouch Select Plus Simple,Diabetes Essentials,₹918.4,(376ratings),18% OFF
Sugar Free Gold Plus Sweetener Bottle Of 500 Pellets,Diabetes Essentials,₹261,(129ratings),13% OFF
Pharmeasy Coenzyme Q10 (Coq10) 200mg With Piperine - For Heart Health Bottle Of 60 Capsules,Heart Care,₹770.65,,53% OFF
Pharmeasy Fish Oil 1000mg Soft Gelatin 60 Capsules,Heart Care,₹236.77,(63ratings),59% OFF
Everherb (By Pharmeasy) Flaxseed Omega 3 - Essential Fatty Acids - Healthy Heart - Bottle Of 60,Heart Care,₹292.13,(303ratings),61% OFF
Seacod Cod Fish Liver Oil 100 Softgel Capsules With Natural Epa & Dha 100 Capsules,Heart Care,₹316.8,(79ratings),28% OFF
Pharmeasy Apple Cider Vinegar With Mother -Improves Metabolism- 500ml Bottle,Heart Care,₹268.04,(117ratings),65% OFF
Everherb (By Pharmeasy) Fat Burner|Natural Herbal Blend|Accelerates Calorie Burning - 60,Heart Care,₹292.13,(111ratings),61% OFF
Himalaya Arjuna Cardiac Wellness | Regulates Circulation | Tablets | 60 No'S,Heart Care,₹276.25,(11ratings),15% OFF
Wow Life Science Omega 3 Capsules Bottle Of 60,Heart Care,₹799.89,(153ratings),9% OFF
Omron Hem-7120 Bp Monitor,Heart Care,₹1797.18,(67ratings),23% OFF
Baidyanath Asli Ayurved Amla Juice | Rich In Vit-C | Natural Immunity Booster | No Added Sugar | 1l,Heart Care,₹189,(15ratings),16% OFF
Briyo Fish Oil Mini (450 Mg Size) -60 Softgels - 71.39% Omega 3 (320 Mg Omega 3) Per 450 Mg Capsule,Heart Care,₹410.4,,28% OFF
Hk Vitals Fish Oil (90 Capsules) | For Men And Women | 1000mg Omega 3,Heart Care,₹501.27,(13ratings),7% OFF
Omron Hem-7124 Bp Monitor,Heart Care,₹1640.1,(53ratings),29% OFF
Himalaya Lasuna Cardiac Wellness | Regulates Cholesterol | Tablets | 60 No'S,Heart Care,₹266.5,(37ratings),18% OFF
Hk Vitals Fish Oil (60 Capsules) | For Men And Women | 1000mg Omega 3,Heart Care,₹301.56,(13ratings),16% OFF
Dr. Morepen Blood Pressure Monitor (Bp-15) 1 No'S,Heart Care,₹882,(51ratings),40% OFF
Seacod Cod Liver Oil Omega-3 Vitamins A And D Supports Immunity Heart Brain Joint Health 60 Ml,Heart Care,₹234.4,(83ratings),20% OFF
Dr. Morepen Omega 3 Deep Sea Fish Oil Triple Strength | 1250mg With 900mg Dha & Epa | 60 Softgels,Heart Care,₹711.75,(23ratings),27% OFF
Accusure As Automatic Digital Blood Pressure Monitor,Heart Care,₹924,(54ratings),50% OFF
Kapiva Dia Free Juice | 1l |Diabetes Care | Amla | Karela | Jamun & 8 More (2 Pack),Heart Care,₹1034.08,(11ratings),8% OFF
Everherb Karela Jamun Juice - Helps Maintains Healthy Sugar Levels -Helps In Weight Management - 1 L,Ayurvedic Care,₹160.85,(2174ratings),57% OFF
Healthvit Keto Fat Burner Formulated In Usa With Garcinia Green Tea Green Coffee Cla -60 Capsules,Ayurvedic Care,₹1275,,15% OFF
Everherb Giloy Tulsi Juice - Strengthens Body Defence System - Natural Immunity Booster - 1 Litre,Ayurvedic Care,₹142.12,(435ratings),62% OFF
Himalaya Liv. 52 Tablet Pack Of 2,Ayurvedic Care,₹226.2,(6ratings),13% OFF
Everherb (By Pharmeasy) Amla Juice-Rich In Vitamin C-Natural Immunity Booster - 1 Litre Bottle,Ayurvedic Care,₹138.38,(662ratings),63% OFF
Herbal Hills Gotu Kola Powder - 1 Kg,Ayurvedic Care,₹683.1,,1% OFF
Torliv 200ml Pack Of 6,Ayurvedic Care,₹783,,13% OFF
Herbal Hills Guduchi Powder - 1kg - Pack Of 2,Ayurvedic Care,₹725.2,,26% OFF
Healthvit Ginger Powder 250 Mg -60 Capsules,Ayurvedic Care,₹170,,15% OFF
Kerala Ayurveda Ajax Vigor Improvement Capsules Box Of 50 'S,Ayurvedic Care,₹1104,(28ratings),4% OFF
Dr. Vaidya'S Herbo24turbo - Ayurvedic Capsules For Male Wellness 30 Capsules (Pack Of 1),Ayurvedic Care,₹408.03,(59ratings),13% OFF
Herbal Hills Turmeric Powder - 1kg - Pack Of 2,Ayurvedic Care,₹1416.8,,8% OFF
Dr. Vaidya'S Period Wellness -30 Capsules,Ayurvedic Care,₹165.79,,41% OFF
Axiom Karela Jamun Juice|Enriched With Neem|Karela|Jamun & Giloye- 500ml,Ayurvedic Care,₹160.2,,11% OFF
Torliv 200ml Pack Of 3,Ayurvedic Care,₹400.5,,11% OFF
Hass Shunthi Churna - Shunthi Powder - Dry Ginger Powder- For Tea For Throat (1x500 Gram),Ayurvedic Care,₹551,,5% OFF
Herbal Hills Nagarmotha Powder - 1kg - Pack Of 2,Ayurvedic Care,₹1142.4,,4% OFF
Anuja Actiliv Forte Tablet - 60 Tab (Pack Of 2),Ayurvedic Care,₹277.2,,1% OFF
Dr. Vaidya'S Period Wellness -30 Capsules - Pack Of 2,Ayurvedic Care,₹315.28,,44% OFF
Organic India Assam Black Tea | 50 Tea Bags,Ayurvedic Care,₹259.2,,4% OFF
Equalstwo Baby Skin Healing Cream 150 Gm,Mother and Baby Care,₹499.73,(25ratings),23% OFF
Equalstwo Baby Moisturizer 200 Ml,Mother and Baby Care,₹739.26,(25ratings),26% OFF
Prega News Pregnancy Test Kit,Mother and Baby Care,₹48.72,(741ratings),13% OFF
Ultra D3 Natural Pineapple Flavour 400iu Vitamin D3 For Infants Vitamin Drops Bottle Of 15 Ml,Mother and Baby Care,₹36.37,(222ratings),13% OFF
I-Can Pregnancy Kit |Urine Pregnancy Test Kit At Home | Pack Of 1,Mother and Baby Care,₹32.06,(352ratings),43% OFF
Tedibar Bathing Bar 75g Pack Of 2 (Soap Free For Sensitive Skin),Mother and Baby Care,₹368.48,(136ratings),6% OFF
Tedibar Atogla Baby Lotion 200 Ml | Allantoin | Hypoallergenic | Dermatologically Tested,Mother and Baby Care,₹584.21,(46ratings),8% OFF
Ferronomic Plus Strip Of 15 Tablets,Mother and Baby Care,₹524.94,(44ratings),22% OFF
Himalaya Gentle Baby Powder 400 Gm,Mother and Baby Care,₹229.52,(143ratings),24% OFF
Prohance Mom Chocolate Nutrition Drink Jar Of 400 G,Mother and Baby Care,₹453.6,(350ratings),28% OFF
Sebamed Baby Cleansing Bar | Ph 5.5 | 100 Gm,Mother and Baby Care,₹280,(158ratings),20% OFF
Tedibar Bathing Bar 75gm,Mother and Baby Care,₹202.73,(651ratings),3% OFF
Enterogermina Probiotic Supplement For Diarrhea For Kids & Adults Strip Of 4 Capsules,Mother and Baby Care,₹163.54,(82ratings),19% OFF
Pharmeasy Multivitamin Gummies For Kids And Adults Lemon & Strawberry Flavour Bottle Of 30 Gummies,Mother and Baby Care,₹213.13,(111ratings),52% OFF
Tedibar Spoo Gentle Baby Shampoo No Tears|Gentle On Scalp|No.1 Pediatrician Prescribed 125ml,Mother and Baby Care,₹249.52,(89ratings),21% OFF
Tedibar B4 Nappi Baby Rash Cream Tube Of 75 G,Mother and Baby Care,₹254.2,(131ratings),18% OFF
Tedibar Bathing Bar 75g Pack Of 3 (Soap Free For Sensitive Skin),Mother and Baby Care,₹529,(57ratings),8% OFF
Aptamil Gold 1 Infant Formula Powder With Prebiotics (Upto 6 Months) Stage 1-400g Tin,Mother and Baby Care,MRP₹1080,(175ratings),
Pharmeasy Multivitamin Women - Overall Women Wellness - Builds Immunity - Bottle Of 60,Mother and Baby Care,₹270.18,(54ratings),62% OFF
Aptamil Gold 2 Follow Up Infant Formula Powder (After 6 Months) Stage 2-400g Bag-In-Box,Mother and Baby Care,MRP₹960,(92ratings),
Liveasy Adult Diaper Tape Style (M)-10|Anti Bacterial And Odour Lock Technology - Waist 28-45 Inch,Mobility & Elderly Care,₹364.49,(6ratings),33% OFF
Calcimax Forte Plus Strip Of 30 Tablets,Mobility & Elderly Care,₹213.89,(772ratings),27% OFF
Pharmeasy Knee Cap (Pair) - Protects Knee Joints - Reduces Risk Of Injuries - Black - Large,Mobility & Elderly Care,₹136.5,(34ratings),58% OFF
Calcimax 500mg Strip Of 30 Tablets,Mobility & Elderly Care,₹246.35,(611ratings),35% OFF
